stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.74,2.82,0,10.15,1.69,7.61,0.28,0,0.28,0,0.56,0,1.41,19.45,1.41,34.67,0.56,0.28,98.65,36.92,0.56,0.85,17.47,0,0.28,7.89,0.56,0.56,2.54,0,0
21Day,9.62,3.33,2.96,38.85,0.74,23.31,2.22,1.48,6.66,0.37,10.73,5.55,1.85,11.47,4.44,56.61,0,4.07,42.55,20.35,0,1.11,13.32,7.77,0.74,3.7,2.22,7.03,1.11,0,7.77
3Month,0,0.31,0,0.21,0,0,0,0,0.1,0,0,0,0,0,0,0.31,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0
