stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,11,0,0,0,0,0,1,0,0,0,0,1,0,1,7,0,0,0,0,2,122,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,1.13,0,4.51,2.82,1.13,0,0,0,0,0,0,0.28,0,0.56,4.23,0,10.15,0,0.85,0.28,0,43.12,42,1.13,0.28,4.23,0,0.28,3.38,0.28,0.28,1.13,0,0,0
21Day,3.33,0,0,5.55,0,0,0,0,0,0,0,0,0.74,0,0.74,1.11,0,5.92,0,0,0.37,0,7.4,5.18,0.74,0,3.33,0,0.37,0.37,0,0.37,0,0,0,0
3Month,0,0.21,0,3.74,0,0,0.21,0,0.1,0,1.66,0.42,0.1,0.42,0.52,0.62,0.42,0.94,0.21,0,0.21,0.1,0.94,0.1,0.1,0.21,0.1,0.31,1.77,0,0,0,0,0.94,4.78,0.52
22Month,0,0.14,0.14,2.73,0,0,0,0.14,7.11,0,4.51,0,0,0.55,0.27,0,0.27,0.96,0,0.41,0.14,0.14,0.27,0,0.55,0,0,0,0.27,0.14,0.27,0,0,0,0,0.27
