stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,13,0,0,0,0,1,32,0,0,0,7,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,3.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,14.37,5.64,1.13,3.66,0,0,0.28,0,5.07,9.3,0.28,0,0,5.07,0,0,0,2.82,0.28,0.28,0,0,0
21Day,2.96,0,2.96,18.13,9.62,1.48,0,0,0,0.37,0,0,0,1.85,0,1.11,16.65,1.48,5.92,1.11,7.03,0,0,2.59,0,17.76,3.33,0,0,0,4.44,2.22,0,1.11,2.96,0,0.37,0,0,0.74
3Month,0.31,1.56,1.35,20.7,5.41,0,0.73,0.31,0,2.5,1.77,0,0,38.38,3.64,0.73,63.66,0.62,3.64,2.29,4.78,0.83,0.1,2.08,0.83,0.52,0.52,0.62,0.52,0,0,1.77,0.1,4.68,6.45,0.1,0.21,0.42,2.39,1.25
22Month,0.14,0.55,2.73,11.89,1.78,0,0.68,0.27,0.14,2.87,3.55,2.05,0,110.14,2.32,1.5,60.13,0.41,0.68,2.87,8.47,0,2.19,1.78,0,0.41,0.27,3.01,0.41,0.27,0.14,0.55,0,4.65,26.65,0.68,0.14,0.27,0,1.78
