stage,Epithelial.cell,Hepatocyte,Immune.cell,Intestinal.bulb.cell,Macrophage,Neural.progenitor.cell,T.cell
24hpf,0,0,0,0,1,2,0
21Day,0.369986860264282,0,0,0,0,0,0
3Month,0.312051019934018,0.208034013289345,0.104017006644673,0.104017006644673,0.208034013289345,0,0.104017006644673
