stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,8,11,30,0,0,0,0,12,193,1,0,0,9,0,0,0,0,0,0,0,0,0
72hpf,4.79,2.82,0,7.05,6.2,9.86,0,1.13,0,0,0.28,0,0,0,0.85,0,7.05,25.93,1.97,27.06,0,1.41,0.85,0.85,137.82,47.07,0.28,1.13,0,17.47,1.13,0.56,6.48,1.97,0.85,2.54,0,0,0
21Day,10.73,1.85,0.37,34.41,0,22.94,0,12.21,0,0.37,1.11,0,1.48,0.74,13.32,1.48,3.7,16.28,8.88,26.27,0,0,3.33,0.37,40.33,18.13,1.11,0.74,0,11.1,5.18,0.74,2.59,0,2.22,0.37,0,0,4.44
3Month,0.52,8.53,0.94,54.82,0.31,0,1.14,1.04,0.21,7.39,10.92,0.42,92.89,10.92,1.87,20.08,7.7,19.14,15.19,24.65,5.1,0,5.2,4.37,3.74,1.14,4.26,3.22,0,1.04,4.06,113.48,1.46,0.21,0,0.62,7.28,80.93,14.25
22Month,0.27,9.02,1.5,18.86,0.27,0,0.68,1.78,0,2.6,18.45,10.39,122.3,9.57,4.1,16.26,1.64,3.55,14.21,17.63,0.68,3.01,3.28,0.27,2.73,0.27,3.01,3.42,1.23,0.96,0.27,13.53,1.91,1.64,0,0.14,0.41,0.68,7.93
