stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0,0,1.13,0,0.28,0,0,0,0,0,0,0,0.28,0,0.56,0.56,0,1.69,0,0.56,0,9.86,16.91,0,0,1.97,0,0,9.58,0,0,0.56,0,0,0
21Day,3.7,0.37,0,12.95,0.37,3.33,0,1.85,0,0.74,0,0.74,0,1.85,0.74,0.74,4.07,0.74,8.51,0,0,0.74,14.43,46.25,0.37,1.11,2.96,5.18,0.37,35.15,0.74,0.74,0.37,0,0,1.48
3Month,0.1,2.91,0,7.59,0.62,0,0.1,0.1,0.21,1.04,0.31,4.99,0.94,0.1,1.25,0.21,1.25,0.62,4.89,0.42,0,0.52,1.04,2.5,0.52,0.31,1.66,0.21,8.43,2.18,0.1,0,0.52,0.1,3.85,0.31
22Month,0.14,0.41,0.41,1.23,0,0,0.14,0,0.27,1.5,0.27,8.34,0.14,0.41,2.05,0.14,0.41,0.96,2.73,0,0.41,0.14,0.41,3.55,0.55,0.27,0.14,0.27,3.42,4.37,0,0,0,0,0,0.14
