stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48,0.56,0.28,0,0.56,0,0,0.28,0,0,0,0
21Day,0.37,0,0.37,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.37,0,0,0,0,0.74,0.37,0,0,1.48,0,0.74,0,0,0.37,0,0
3Month,0,0.21,3.12,0,0.1,0.1,0.31,0.1,0,49.62,0.52,0,0.94,0.31,0.62,0.73,1.66,0.1,0.31,0.62,0.62,0.73,0,1.04,0.42,0.1,0.73,28.19,0,0,0,17.16,0.52
22Month,0.14,0,0.68,0.14,0,0,0,0.55,0.14,14.35,0,0.14,0.82,0.14,0,0.41,0.55,0.14,1.09,0.14,0,0,0,0.96,0.27,0,0,7.52,0,0.14,0,0.14,0
