stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0.85,0,0.56,0,0,1.41,0.56,0,0,0,0.85,0,0,5.07,0,1.69,0,0,0
21Day,0,0,0,23.68,0.37,0.74,0,0,0,0,0,0.74,0,0.37,0,0,11.1,0,3.7,0,0,0,0,1.48,2.59,0,0.37,0,1.85,0.37,0,7.03,0,4.44,0,0,0
3Month,0.1,0.1,0.1,9.67,0,0,0.21,0,0.31,0.31,0,21.74,0.52,0,1.25,0.21,3.74,0.31,0.73,0.21,0,0.31,0.21,0.31,0,0.1,0,0,0,0.42,1.35,0.1,0,0.52,0.1,0.21,0.31
22Month,0,0.14,0,0.96,0,0,0.14,0.14,0.14,0.27,0.27,20.77,0,0.27,1.5,0,0.27,0.55,0.68,0,0.55,0,0.14,0,0,0.27,0.14,0.14,0,0,0.14,0.14,0.14,0,0.14,0,0.27
