stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7,0,0,0,0,4,98,0,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,1.41,0,0,1.69,0.56,0.56,0,0,0,0,0.28,0,0,0,0,0,0,2.82,2.25,1.69,0,0.28,0,0,23.68,14.66,0,0,0,1.41,0,0,0,1.13,0.28,0.28,0,0,0
21Day,5.18,0,0,11.1,0,2.22,0,1.48,0,0,0.74,0,0.37,0.74,2.96,0.37,0.74,3.7,4.07,9.99,0,0,1.85,0,14.8,8.51,0,0,0,1.48,1.48,0,0,0.74,0.37,0.74,0,0,1.48
3Month,0.73,4.68,3.12,59.81,0.1,0,7.39,0.83,0.1,17.79,23.2,0.31,61.47,96.94,1.56,1057.02,5.82,19.87,19.56,22.16,3.33,0.52,4.68,4.68,3.64,0.42,3.95,3.54,0,0.73,15.91,0.1,16.12,0.31,0,0.31,7.07,11.23,17.68
22Month,0.27,4.24,2.32,14.48,0.14,0,2.19,0.41,0.14,15.3,16.26,4.78,100.16,86.23,2.05,795.16,1.23,1.91,12.03,13.66,0.96,4.78,2.05,0,0.68,0.41,2.32,2.32,0.27,0.96,1.37,0,3.01,1.64,0.41,0,0.41,0.14,6.15
