stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0.28,6.48,0.85,0,0.28,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0,0,2.96,1.48,0,0.37,0.37,0.37,0,0,0,0.74,8.14,0,0.74,0,2.22,0,0,0.37,0,2.22,0.74,0,0,0,0.37,0,1.85,0.74,0,0,0,0,0
3Month,0.52,0.52,4.47,16.02,0,1.46,0.1,9.99,4.68,0.1,41.4,5.72,0.62,535.27,1.46,4.47,3.64,5.93,1.46,0,0.83,1.87,0.73,0.21,3.02,0.52,0,0.1,4.16,62.31,0.31,0,0.1,1.56,6.24,3.74
22Month,0,1.78,4.78,4.65,0,0.41,0,6.15,2.19,1.5,57.8,0.41,0.96,330.69,0.14,0.41,1.5,2.32,0,2.6,0.68,0,0.14,0,2.05,0.27,6.56,0.27,0.82,19.68,0.27,0.14,0,0.14,0,0.55
