stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1.13,0,0,0,0,0,2.82,0.56,0,0,0,0,0
21Day,0.37,0,0,1.48,0,0.74,0,0,0,0,0,0.37,0,0,0,0,0.37,1.11,0.37,1.11,0,0,0.74,0,2.59,0.37,0,0.37,0,0.37,0.37,27.38,0,0,0,0,0.74,0.37
3Month,0.62,3.74,3.22,46.5,0.1,0,2.39,0.42,0.21,8.22,16.75,0.21,61.06,22.05,1.98,25.9,4.78,14.98,13.83,16.02,4.47,0.21,3.64,4.47,3.22,0.73,4.99,1.87,0,1.04,16.64,1441.68,1.35,0.1,0.52,8.74,203.67,12.9
22Month,0,0.68,0.82,2.19,0,0,0.14,0,0,0.68,2.19,0.41,15.71,0.82,0,4.65,0,0.27,2.05,3.14,0.41,0.82,0.14,0.14,0.55,0.14,0.55,0.82,12.3,0.27,0.96,161.25,0.82,0,0,0,0.27,1.09
