stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,T_cell
24hpf,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,3,19,0,0,0,2,0,0,0,0,0
72hpf,2.82,0,0,1.41,1.41,1.13,0.28,0,0,0,0,0,0,0,0.28,4.51,0.28,9.3,0,0.56,0.85,64.26,6.2,0.28,3.38,0,5.92,0,0,3.38,0,0
21Day,5.18,0,0,12.58,1.85,1.85,0.74,0,0,0,0,0,0,0,0,1.11,0.74,6.66,0,0,1.11,19.24,4.07,0,2.22,0,2.59,0.74,0,0.37,0,0.37
3Month,0,0.1,0.1,2.08,0,0,0,0,0.21,0,4.89,0.21,0,1.46,0.1,0.31,0.31,0.94,0.1,0,0.42,0.21,0.1,0,0.42,0,0.1,0.21,0.62,0,0.21,0
22Month,0.14,0.27,0,1.23,0,0,0,0.14,0.55,0,12.71,0.14,0.14,0.27,0,0.14,0.14,0.55,0,0,0,0.14,0,0,0.96,0.14,0,0,0.55,0.14,0,0
