stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.13,0,1.13,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,3.66,16.07,20.29,0,0,0.56,0.28,9.02,2.25,0,0.28,0,14.37,0,0,0.85,0,0,0.28,0,0,0
21Day,0.74,0,0,7.77,0.37,1.11,0,0.37,0,0,0,0,0.37,0,0.74,0,1.11,0.37,23.31,34.04,0,0,3.33,0,6.29,1.48,0,0,0,4.81,4.07,0,0,0.37,0.74,0,0,0,0
3Month,0.31,1.98,0.73,205.23,0.21,0,1.04,0.1,0.31,1.04,2.91,0.1,28.71,3.85,0.1,4.26,2.91,30.37,57.21,120.24,6.66,0.1,10.3,0.94,1.14,0.62,0.52,1.25,0,0.83,2.18,4.16,1.66,0,0,1.04,3.43,0.62,2.08
22Month,0.14,0.55,0.14,14.48,0,0,0.27,0,0,0.27,1.64,2.6,28.29,0.41,0.68,1.09,0.14,2.19,11.34,63.82,0.68,0.55,6.7,0,0.68,0.14,0.14,0.55,0.27,0.14,0,1.91,1.23,0.14,0,0.27,0,0,0.68
