stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,9,0,0,0,0,0,14,0,0,0,0,28,0,0,4,0,0,0,4,1,13,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,2.25,0.56,0,0,0,0,0,0,0,0,0,16.63,1.13,0,0.56,0,0.28,0,6.48,3.1,1.69,0,0,0,0,0,0.56,0.28,0.28,0,0,0
21Day,0.37,0,0,0,0,0.37,0,0,0,0,0,0,0,2.59,0,0,0.37,0,0,0,0.74,0.74,0.37,0,0,0.37,0.37,0,0,0,0.37,0,0,0
3Month,0,0.1,18.93,0,0.31,6.45,0.73,0,0,3.12,0.52,0.21,0.94,46.91,0.83,0.31,0.62,0.1,0,0.73,12.27,0,0,0.31,0.1,0.1,0.52,0.73,0.42,0,0,0.31,0.73,0.52
22Month,0,0.41,19.54,0,0,3.83,0.55,0.14,0,4.78,0.41,0,0.55,10.25,0,0.27,0.41,0,0,0,0.68,0.14,0,0.14,0.14,0,0,0,0,0,0,0,0,0.14
