stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,87,1,0,8,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,7,21,0,0,0,0,6,325,0,0,28,0,0,0,0,0,0,0,0,0
72hpf,9.86,0.85,0,2.54,1.41,0.56,0,0.28,0,0,0,0,0,0,0,0,0,2.25,8.46,0,9.02,0,1.13,0.85,0,47.63,16.63,0,0,18.6,0,0,2.82,0.56,0.28,6.2,0,0,0
21Day,7.03,0.37,0.37,10.73,0.74,1.48,0,1.85,0,0,0,0,0,0.74,0,0.37,1.48,0.74,2.22,1.11,12.58,0,0.37,2.59,0.37,12.21,11.1,0,0.37,6.29,1.85,0,0.37,0.74,0,1.48,0,0,0
3Month,0.1,0.62,0,4.58,0,0,0.21,0.31,0.1,0.62,0.21,0,0,6.24,0.1,0,1.35,0.21,0.62,0.1,1.77,0.1,0,0.1,0.31,0.1,0,0.1,0,0.1,0.31,1.77,0,0,0,0,0.42,0.31,0.21
22Month,0.14,2.05,0.27,1.23,0,0,0.27,0,0,0.41,0.27,0.68,0,10.52,0,0.41,2.46,0.27,0.55,0.55,2.05,0,0.96,0.14,0,0.55,0,0.14,0,0,0.27,0.82,0.14,0,0,0,0.14,0,0.27
