stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,0.28,0,0,0,0,1.97,0,0,0,4.23,0,0,0.56,0.28,0,0,0,0,0,1.13,0.56,0,0,0,0,0.28,0,0,0.28,0,0,0,0,0
21Day,0,0,0,2.22,0,0.37,0,0.37,0,0,14.06,0,0,2.22,5.55,0,0,0,2.96,0.37,0,0,0,0,0.74,0.37,0,0,0,0.74,1.11,0,0,0,0,0.37,0,0,6.29
3Month,0.62,1.66,0.21,8.95,0.21,0,2.18,0.1,0.1,2.18,326.09,0,11.44,123.78,3.43,6.45,1.25,3.12,148.33,3.54,0.62,0.21,0.94,1.66,0.31,0.31,0.1,0,0,0.21,2.7,0.42,2.29,0.21,0,0,1.66,2.91,15.39
22Month,0.27,2.32,0.14,3.83,0,0,3.55,0,0,0.27,431.81,0.27,13.53,74.61,2.87,1.5,0,0.82,92.92,3.14,0.14,0.68,0.55,0,0.27,0,0.27,0.82,0.55,0,0.27,0,0.68,0.27,0.68,0,0.27,0,7.11
