stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
72hpf,6.2,2.82,0,5.07,1.97,10.99,0.56,0.28,0,0,0.85,0,4.23,18.88,1.69,38.61,1.13,0.28,99.77,42.28,0.85,0.85,24.8,0.28,0.28,7.33,0.85,0.56,1.97,0,0
21Day,8.88,1.48,0.74,36.26,1.85,16.65,3.33,0.74,9.62,0.37,12.58,5.92,1.48,19.24,7.03,61.05,0,5.18,40.33,26.64,0,1.11,18.5,6.29,0,1.85,2.22,7.4,1.11,0.37,7.03
