stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,62,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0.85,0,0,0,0.28,0,2.25,0.56,1.41,0,1.97,3.1,0,0,0,0,0.56,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.28
21Day,1.85,0,0,3.7,0.37,5.18,0,8.88,0,3.7,0,1.11,4.81,65.86,0.74,0,1.11,12.95,3.33,0,0,0,0,5.18,1.85,0,0.74,0,1.85,1.48,0,0.74,0.37,0,0.74,0.37,0,0,39.59
3Month,0,0.73,0.1,5.93,0.1,0,0.62,4.37,1.25,32.35,0,6.76,61.27,9.05,2.29,0.42,1.56,22.47,2.7,0.31,0,0.31,0.31,0.21,0,0.42,0.31,0,0.31,0.83,0.21,2.5,0.42,0.1,0,0,1.14,26.73,121.39
22Month,0.55,0.68,0,1.37,0,0,1.23,4.24,1.09,58.49,0.55,9.84,42.5,12.98,1.23,0.14,0.55,27.74,2.87,0,0.41,0.55,0.14,0.14,0.14,0,0.27,0.27,0.14,0.55,0,0.55,0.27,0,0,0,0.41,0,53.16
