stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,25,3,0,0,0,0,0,6,0,0,0,0,9,1,0,2,0,0,0,0,5,33,3,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,2.25,19.45,1.13,0,0,0,0,0,0,0,0,0,1.41,6.76,0.56,1.69,0,0.85,0,0,15.78,26.49,0.56,0.28,0,1.97,0,0,5.07,0.28,0,0,0,0,0
21Day,1.11,0,0,12.58,15.54,2.59,0,0,0,0,0,0,0,1.11,0.37,0,8.88,0.74,9.62,0,0,1.85,0,7.03,15.54,0.37,2.22,0,1.11,2.59,0,14.8,0.37,1.48,0,0,0,0
3Month,0,0.62,0.1,20.6,8.84,0,0.31,1.98,0.83,0.83,0,2.39,1.66,0.1,1.56,3.43,4.37,1.25,4.16,0.21,0,3.74,0.21,1.04,1.25,2.39,4.78,0,0,0.52,0.83,1.25,0.1,0,0.1,0.1,0.31,0.73
22Month,0,0.41,0.27,15.03,3.55,0,0.14,0.68,0.41,0.14,0,4.24,0.41,0.14,0.82,0.41,2.73,1.09,3.28,0,0.14,3.69,0,0.41,1.37,2.32,1.09,0.41,0,0.82,1.78,1.09,0.14,0,0,0,0,0
