stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,147,20,0,170,12,13,0,8,0,0,4,0,11,1,0,2,0,17,53,137,428,0,0,0,0,182,3053,0,0,0,44,0,0,0,1,0,0,11,0,0,0
72hpf,70.74,9.58,0,64.83,10.43,8.46,0,11.84,0,0,0.85,0.28,0.28,2.25,0,13.25,0.28,74.13,92.73,10.15,146,0,34.67,1.41,1.69,295.38,504.23,1.69,4.23,0,106.26,18.32,0,0.28,36.36,8.74,3.95,10.99,0,0,0.28
21Day,207.19,12.58,4.81,386.64,9.99,122.1,0,246.78,0,0,8.51,0.74,0,38.48,4.44,146.88,42.55,17.02,117.66,53.28,410.32,0,0.74,41.81,1.11,182.03,293.4,2.96,6.29,0,165.38,59.57,0,8.14,39.96,13.69,28.86,10.36,1.11,0,38.11
3Month,2.08,7.49,6.45,133.25,0.52,0,3.43,9.78,0.83,9.57,27.98,0.52,0,386.22,17.99,19.66,79.16,9.99,42.44,32.35,59.19,17.16,0.73,7.49,6.87,6.97,2.18,4.89,3.64,0,2.91,12.9,0.1,250.26,1.98,0.1,0,0.94,10.82,20.91,50.34
22Month,1.09,9.02,6.97,45.37,0.27,0,6.29,6.7,0.14,6.83,44.14,41.54,0,1134.19,12.44,37.17,91.69,1.64,10.93,66,35.94,1.37,47.01,4.37,0.27,3.69,1.09,5.06,3.14,7.52,1.91,0.82,0,37.03,2.46,5.06,0.14,0.14,2.32,0,16.67
