stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,30,32,1,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,1.41,0,3.95,0.56,5.07,0,0,0,0,0.28,0,0,0.28,1.13,5.64,1.13,7.89,0,0.28,0.28,0,586.53,30.72,4.23,3.95,8.17,0,0,4.23,0.28,0.56,0,0,0
21Day,2.96,0.37,0.37,7.03,0.37,3.33,1.11,0,0.74,0,0.37,0,0.74,0.37,1.11,2.96,2.22,5.55,0,0,0.74,0,158.72,6.29,4.07,2.22,1.11,3.33,0,1.11,1.48,2.96,0,0.37,0.37
3Month,0,0.62,0.1,4.06,0.1,0,0,0.83,0.62,0,7.91,1.04,0,1.77,0.1,0.83,0.62,1.77,0.21,0,0.52,0.83,9.88,0.73,37.55,0.31,0.1,0.62,5.62,0.42,0,0,0.21,3.12,0.1
22Month,0,0.82,0.27,1.37,0,0,0,0.82,0.27,0.82,9.16,0.41,0,1.23,0,0,0.55,1.91,0,0.27,0.14,0.14,9.29,0.14,31.7,0.68,0.14,0,6.15,1.5,0,0,0,0,0.55
