stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.13,0,0.56,0,0,0,0,0,0,0,0,1.13,1.41,1.69,1.69,0,1.13,0,0,0.85,2.82,0,0,3.66,0,0,0.28,0,0,0,0
21Day,1.48,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.74,0.37,0,5.92,0,0,1.11,0.37,0.37,0.74,0,0,4.81,0.37,0.37,0,0,0,0,0
3Month,0,0.1,0.1,1.14,0.1,0,0.21,0.42,0.52,0,36.72,0.42,0,3.54,0,0.62,0.83,1.04,0.52,0.1,0.1,0.1,0,0,0.31,0,0,0.42,1.66,0,0,0.21,0.1,0.62
22Month,0,0.27,0.27,0.68,0,0,0.27,0.41,1.23,0.14,69.83,0.82,0.55,3.42,0,0.27,1.09,4.51,0.14,4.92,0,0,0,0,0.27,0.27,0.14,0,0.68,0,0.14,0,0,0.41
