stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,59,0,0,2,22,17,0,0,0,6,0,0,0,0,2,0,0,0
72hpf,1.97,28.18,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0,3.95,0,29.88,0,6.76,1.69,8.74,5.36,0,0,0,23.68,0,0.28,0.56,0,5.07,0,0,0
21Day,1.48,14.8,0,1.85,0.74,1.85,0,0,0,0,0,0,0,0,0,0,1.85,0.37,34.41,0.37,29.97,0,5.18,0.74,0,0,0,15.54,0.74,0.74,0,0.74,1.11,1.48,0,0
3Month,0.31,20.91,0.1,8.11,0.1,0,0.21,0.1,0.21,0.62,0.21,4.26,1.04,0.1,1.77,0.42,0.52,1.04,21.53,7.7,5.93,0.21,0.42,0.1,0.42,0.31,0,0.73,0.62,14.35,0.1,0,0.1,67.4,12.17,1.04
22Month,0.14,35.26,0,2.19,0,0,0.55,0.14,0.27,0.68,1.91,5.33,0,0.14,0.41,0.27,0,0.27,23.78,1.37,8.06,0,0.55,0.14,0.27,0.14,0.14,1.5,0,3.01,0.27,0,0,9.98,0,0.14
