stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,7,1,0,0,0,0,0,0,5,0,0,0,0,2,3,7,28,0,0,0,0,6,183,0,0,4,0,0,0,0,0,2,0,0,0
72hpf,3.66,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.56,0,7.05,0,0,0,0,16.07,9.3,0.56,0,18.32,0.28,0,1.13,0,0,0.28,0,0,0
21Day,16.65,0,0,2.96,0,1.85,0,0,0,0,0,0,0,0,0.74,0,0,0,0,17.39,0,0,1.11,0,23.31,8.14,0.74,0,22.94,1.85,1.11,1.48,0.37,0.37,0.74,0,0,0
3Month,1.14,0.42,0.52,46.08,0,0,0.21,0.1,0.62,0.94,0.62,0,4.16,0.52,0.1,22.47,1.14,6.97,1.66,7.07,0.94,0,0.31,2.08,1.35,0.31,2.08,0,2.6,0.42,14.67,0.1,0,0,0.21,1.98,12.17,0.83
22Month,0,1.09,0.27,12.98,0,0,0.41,0,0.41,0.27,3.14,0,8.75,0.55,0,20.63,0.82,1.37,0.55,4.92,0.55,0.41,0,0,0.41,0.14,2.6,0.27,4.65,0.14,6.56,0.82,0.14,0,0.14,0.55,0.14,0.41
