stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.82,0.56,0,0,0,0,0,0,0.28,0.85,0,0,0,1.97,0.56,0,0,1.13,0,0,0,0,0,0,0
21Day,0,0,0.37,2.96,0.37,0,0,0,0,0,0,0,0.37,0,0,0,1.11,0,0,0,1.11,0,0.37,0,0.37,0,0,0
3Month,0,0,2.5,0.52,0,0.1,0,1.77,0.42,0.42,0.1,0.21,0.31,0.1,0.1,0.1,0,0,0.1,0,0,0,17.68,0.1,0,0.31,4.99,0.21
22Month,0.14,0.14,0.14,0,0,0.27,0,2.46,0,0,0,0.14,0.41,0,0,0,0,0,0,0.14,0,0.14,2.19,0,0,0,0,0.14
