stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1.13,0,0,0,0,0.28,0.28,0,0,0,0
21Day,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0.37,0.37,0,1.48,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0
3Month,0.21,0,0.1,18.2,0,0.21,0.21,1.04,0.31,2.5,0.62,0.1,0.73,0.42,0.62,0.62,0.31,0.21,0.1,1.04,2.6,0.52,0.1,0.52,0,0,0.42,27.46,0,0,0.1,4.37,4.06
22Month,0,0.14,0,3.28,0,0.14,0,0.68,2.19,5.19,0.55,0.14,0.27,0,0.27,0.55,0.82,0,0.27,2.87,0,0.27,0.14,0.68,0.14,6.7,0,8.88,0,0.14,0,0.14,0.96
