stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,8.88,0,0,0,0.37,0,0,0,0,0,0,1.85,1.11,0,0,0,5.92,0,1.48,0.37,0,0,0,0,0,0,0.74,0,0,0
3Month,0,0.42,0.1,33.7,0,0.1,0,0.62,0,4.16,1.66,0,1.35,0.52,1.14,1.25,1.14,0.31,0,106.72,0.21,0.21,0,0.21,0.1,0.1,1.04,1.35,0.21,0,0.1,0.31,0.21
22Month,0,0.55,0.68,24.05,0.14,0,0.27,0.68,0.14,9.16,0.82,0.14,2.05,0.27,0.27,1.5,0.41,0,0.27,96.75,0,0,0,0.27,0,0,0.14,5.47,0,0,0,0,0.14
