stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.25,0.28,0.28,0,0,0,0,0,0,0,0,0,1.13,10.15,0,1.69,0,0.28,0.28,0.28,2.82,6.2,0.28,0,0,1.13,0,0,0.28,0,0,0,0,0
21Day,1.48,1.48,0.37,16.28,0.37,1.48,0,0,0.74,0,0,4.81,0,0.37,1.11,0.37,1.85,0,2.96,0,0,2.59,0.37,1.48,2.22,0.37,0,0,1.11,0.74,0,0,0,0,0,0,0.74
3Month,0.21,3.12,1.04,12.69,0.1,0,0.62,0.83,2.91,0,0,236.95,2.39,0,7.28,1.66,5.3,1.14,3.64,0.21,0.42,1.14,2.39,0.42,0.21,0.42,0,0,0.21,3.95,1.14,0.42,0,0,1.56,0.52,1.35
22Month,0.14,1.78,0.68,5.6,0,0,0.27,1.37,3.42,0.68,0,124.08,0.68,0.27,8.75,0.27,1.64,0.96,3.42,0.27,8.47,0,0.41,0.14,0,0.27,0.41,0.14,0.27,0,0.14,2.19,0.27,0.14,0.96,0,0.14
