stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0.37,0,2.22,0.37,0.37,0,0,0,0.37,0,0,0,3.7,0,0,2.22,1.85,1.11,0,0,0.37,0,0.37,0,0,0.37,0,0.37,0.74,0,0.37,0.37,0,0,1.85
3Month,0,1.25,0.52,17.06,0,0,0,0.1,3.74,7.28,0,12.07,5.72,2.18,7.49,1.46,3.33,7.07,3.02,0.31,0.21,1.77,0.52,0.52,0,1.14,0,0,0.1,0.73,2.6,0.31,0,3.02,0.83,20.28
22Month,0.14,4.37,0.55,14.62,0,0,0.82,1.23,1.78,13.66,2.6,23.91,5.74,4.92,29.93,0.82,2.05,16.4,3.69,0.27,1.23,1.78,0.27,0.41,0,1.91,0.55,0.14,0.14,0,2.73,0.55,0,1.37,0,13.94
