stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0.56,0,0,0,0,9.02,0.56,0,0,0.56,0,0,0,0,0,0,0
21Day,0.37,0,0,0,0.74,0,0,0,0,0.37,0,0,0,0,0,0.37,3.33,0,0,0,0,4.07,1.11,0,0,1.11,0.37,0,0,0,0,0,0
3Month,0,0.42,4.16,0,0.1,0.1,0,1.87,0.1,1.66,1.35,0.94,0.62,0.94,1.14,11.44,3.95,0.94,0,0.31,0.31,0,0.1,1.56,1.14,0.42,0.42,29.85,0,0.1,0.42,2.81,1.35
22Month,0,1.09,2.05,0,0.14,0,0.14,3.28,1.91,4.37,1.09,1.23,0.82,0,0.14,9.57,5.6,0.55,0.55,0.27,0,0.41,0.14,1.23,1.91,0.14,0.14,8.47,0.14,0,0.14,0,0.55
