stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,6,0,1,0,4,0,4,0,3,0,0,0,1,0,2,0,261,4,0,1,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,5.07,0,0.28,0.28,1.13,0,5.64,0,4.23,0,0,0,19.45,0,0,0.56,19.73,0.28,0,0,0,0,5.36,2.54,0,0,0,0.56,0,0,0,0,0,0,0.28,0,0,0.28
21Day,0.74,1.48,0,1.48,0,3.33,0,4.44,0,51.43,0,1.11,5.55,43.66,0.74,0.37,2.22,82.14,4.07,0,0,0.74,0,5.18,1.48,0,0,0,0,2.96,0,0.37,0,1.85,0.74,0.37,0,0,11.1
3Month,0.31,6.24,0.62,5.51,0,0,0.83,1.25,1.25,158.31,0,6.97,100.06,8.53,3.74,0.21,1.14,89.87,3.02,1.14,0.21,0.94,0.94,0.21,0.1,0.42,0.21,0,0.1,1.77,0.31,6.55,0.21,0,0,0,7.18,2.29,24.44
22Month,0.14,16.94,0.14,1.91,0,0,2.87,1.09,1.09,373.05,0.55,12.03,79.8,16.94,1.37,0,0.82,119.57,2.73,0.14,0.96,0.14,0,0.27,0.14,0.41,0.27,0.41,0.14,0.68,0.14,6.01,0.82,1.09,0,0.14,0.41,0,22.96
