stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,2.54,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0.37,0,0,0,0.37,0.74,0,0,0,0,0,0,0,0,0,0.37,0,0.74,0,0,1.48,0,1.11,0.37,0,0,0,0.37,0.37,1.11,0.37,0,0,0,0
3Month,0.1,0.1,0.52,3.12,0.1,0,0.1,0.52,1.35,0,5.41,1.87,0.31,1.98,0.42,1.14,2.18,1.87,0.73,0,3.54,0.21,0.1,0,0.52,0,0,0,0.62,75.52,0.21,0.1,0.62,28.92,1.66
22Month,0,1.37,0.68,3.01,0,0,0.27,0.41,2.73,1.37,26.24,1.09,0.14,2.6,0,0.41,1.91,2.46,0,0.82,1.23,0.14,0.27,0,0.55,0.14,0.14,0.14,0,5.33,0.14,0.14,0,0,0.41
