stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,2,16,0,0,0,0,2,483,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,1.97,0.28,0,24.52,2.54,1.69,0,0,0,0,0,0,0,0.28,0,5.92,86.25,0.28,12.12,0,1.41,0.28,0,15.5,74.97,0,0.85,0,4.23,0.28,0,53.83,0,0.56,0,0,0
21Day,1.85,0,0,82.88,0.74,5.18,0,0,0.37,0,0,0,0,1.85,0,0.74,16.28,0.37,27.01,0,0,1.48,0,6.66,51.06,0.37,0.37,0,2.22,1.48,0,24.79,0.37,0.37,0,0,0.74
3Month,0,0.42,0.21,71.15,0.21,0,0.31,0,2.29,1.77,0,3.33,1.04,0.1,1.98,1.14,13.21,1.14,15.08,0.21,0,0.31,0.42,0.31,1.04,2.6,0.1,0,0.21,0.62,3.95,0.62,0,0,2.08,0.62,0.73
22Month,0,0.27,0.27,30.34,0.14,0,0.41,0.14,3.28,0.68,0.14,7.11,0.82,0,0.96,0.55,3.28,1.37,15.03,0,0,0.41,0.14,0.14,1.37,1.5,0.41,0.14,0.41,0.14,6.83,1.78,0,0.14,0.14,0,0.27
