stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,2,0,17,1,0,0,0,0,0,0,5,0,0,0,0,2,7,15,29,0,0,0,0,7,164,0,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,8.74,2.82,0,6.48,3.66,4.23,0,0.85,0,0,0,0,0,0,1.69,0,7.89,15.78,3.1,13.25,0,4.51,0.56,0.56,81.17,56.09,0,1.69,0,20.29,0,0.28,6.76,0.56,0.56,2.82,0,0,0
21Day,17.76,0.74,0,34.41,1.85,10.73,0,8.14,0.37,0,0,0,2.96,0.74,8.88,2.59,6.29,17.02,4.07,28.12,0,0,3.7,0.74,20.72,27.01,0.37,0.74,0,16.65,4.81,2.22,3.7,1.11,2.59,1.48,0,0,2.59
3Month,0.31,2.18,0.62,21.64,0.1,0,0.31,0.52,3.33,3.74,0,0,72.71,5.82,2.08,15.08,2.7,5.82,6.76,8.63,1.56,0.21,1.25,2.5,0.62,0.1,0.94,0.83,0,0.42,1.35,41.19,0.31,0,0,0.21,2.39,27.67,7.18
22Month,0,1.78,0.96,6.97,0.14,0,0.82,0.55,1.78,10.93,3.83,0,93.47,0.96,3.55,13.12,0.96,1.37,9.43,6.15,0.14,2.19,0.82,0.14,0.68,0.27,1.23,0.41,0.41,0,0.14,4.78,0.41,0.27,0,0,0,0.14,3.42
