stage,Cardiomyocyte,Epithelial.cell,Erythrocyte,Keratinocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell,Spermatocyte
24hpf,0,1,0,0,1,0,4,0,0
72hpf,0,0,0,0.281848056003223,0,0,0,0,0
21Day,0,0,0.369986860264282,0,0.369986860264282,0.369986860264282,0,0,0
3Month,0.104017006644673,0,0,0,0,0,0,1.87230611960411,1.45623809302542
