stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,2,0,192,3,0,0,0,0,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,1.13,0,0.85,0,0,0,0,2.54,0,0.28,0,0,0,0.56,0.28,4.23,22.83,0,0,12.4,0,4.51,2.54,0,0.28,0,4.23,0.28,0,0,0.28,0,0,0,0,0,0
21Day,20.72,15.17,2.96,34.41,0.74,28.49,0,3.33,0,0.37,3.7,0,7.4,1.48,10.36,8.88,3.33,25.9,11.1,1220.96,5.92,0,313.38,0.37,53.28,25.16,1.85,0,0,55.5,34.78,0,0,5.18,2.22,13.32,2.96,1.11,0,5.55
3Month,2.81,59.08,3.54,57.63,0.21,0,2.81,1.04,0.62,8.74,69.28,0.1,78.12,32.35,2.18,34.43,5.72,29.96,40.15,1124.32,519.15,0.52,53.78,5.62,3.95,0.62,4.99,3.12,0,10.51,9.36,0.1,15.6,1.98,0.21,0,0.42,8.53,6.87,18.72
22Month,1.23,121.07,3.83,34.98,0.27,0,18.72,1.37,0.14,4.24,47.28,5.33,132,13.53,3.55,16.12,1.64,7.11,73.52,1567.51,86.23,8.61,65.05,0.41,2.73,0.55,3.55,6.01,1.91,3.96,1.78,0,2.19,2.19,1.37,0,0.14,4.51,0,11.89
