stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0.56,0,0,0,0,1.97,2.25,0,0,0,1.13,0,0,0,0.28,0,0,0
21Day,0,0.74,2.22,0,0.74,0,1.11,0,0,0,0,0,0,0.37,0,0,0.74,0.37,1.48,0,0,0.37,0,2.22,0.74,0,0,0,0.37,0.74,0.37,0.74,0,0,0,0.37
3Month,0.21,0.21,3.54,0,0,0,0,0.62,0.62,0,0,4.16,0.42,0.1,2.39,0.31,1.77,0.83,1.14,0.1,0.1,0.21,0.21,0.1,0,0.42,0.1,0,0,0.1,3.54,0,0,0.52,2.18,1.25
22Month,0.68,0.68,2.46,0.14,0,0.14,0,0.27,1.78,0.27,0,22.41,0.27,0.68,1.91,0,0.27,1.09,2.32,0.14,0.55,0.14,0.14,0.41,0,0.14,0,0.14,0.27,0.14,0.55,0,0,0.14,0,0.55
