stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,0.28,1.13,0.56,0.28,0,0,0,0,0,0.56,1.97,0.28,23.39,0,0.28,0,22.55,13.25,0,2.54,0,0,1.13,0.56,0.56,0,0,0
21Day,0.74,0,3.33,0,2.59,0.37,0,0,0.37,0,1.11,0.37,0.37,1.85,0.74,18.87,0,0,0.37,9.25,2.22,0,1.11,1.11,0,1.11,0.37,0.37,0.74,0,1.85
3Month,0,0,0.52,0,0,0,0,0,0.52,0.1,0,0.42,0.1,0.42,0.21,0.52,0.1,0,0,0.1,0,0.1,0.1,0,1.25,0,0,0,0,1.14,0
22Month,0,0.55,0.27,0,0,0,0.14,0.14,3.42,0,0.27,0.14,0,0.14,0.41,0.55,0.14,0.14,0,0,0.27,0,0.14,0,0.41,0.14,0.14,0,0,0,0.27
