stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,29,11,0,95,2,2,0,1,0,0,0,39,2,0,0,0,12,59,38,99,0,2,0,1,33,852,1,13,0,0,0,0,0,6,0,0,0
72hpf,2.25,1.69,0,5.36,2.25,12.97,0,0.28,0,0,0,0,0,0,0.28,0,3.1,8.74,0.85,18.88,0,0.56,0.85,0,45.38,73.56,0,9.02,0.85,0.85,3.66,0.28,0,0.56,0,0,0
21Day,9.99,1.85,0,28.49,0,47.73,0,13.69,0,1.85,0,0,1.48,1.11,8.51,1.85,3.33,7.4,1.85,13.32,0,0,0.74,0,23.68,64.01,0,7.77,8.14,1.11,4.44,0.37,1.48,0,0,0,1.48
3Month,0,0.1,0.1,3.12,0,0,0,0.52,0.21,1.66,0,0,3.22,2.18,0.21,1.25,0.52,0.94,1.56,0.83,0.31,0,0.1,0.31,0.21,0.31,0.21,0.21,0.52,24.96,0,0,0,0,0.21,46.6,0.73
22Month,0,0.27,0.27,0.96,0,0,0.41,0.27,0.14,5.47,0.27,0,4.37,1.91,0.82,9.16,0.27,0.27,4.1,0.68,0,0.41,0.14,0,0.14,0,0.14,0,0,6.01,0,0,0,0,0,0.27,0.68
