stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.41,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0.28,11.84,1.69,0,0,0.28,0,0.28,0.28,0,0,0,0
21Day,0,2.22,0,0.74,0,0.74,0,0.37,0,0,0,0.37,0,0,0.74,0,0,0,0.37,0,0,0,0.37,1.48,0,0,0,0,0,0,0,0.74,0,0,0
3Month,0,32.14,1.98,22.47,0.1,0,0.1,0.21,1.14,0.73,0,49.82,1.66,0.1,26.52,0.94,2.39,0.73,1.77,0.31,0.42,0.62,7.91,0.1,0,0.21,0.31,0,0.94,0.73,0.21,0.52,1.66,0.21,0.62
22Month,0.14,29.65,1.91,3.14,0,0,0.27,0,0.41,1.23,0.55,77.34,0.41,0.41,24.46,0.14,0.27,1.09,1.91,0.27,3.01,0.14,1.23,0.14,0,0.14,0.27,0.27,0,1.91,0,0.27,0.27,0,0
