stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.28,12.68,1.13,0.85,0,0.28,0,0,0.56,1.13,0.28,0,0,0,0,0.28,0,0,0,0,0,0
21Day,0.74,0,0.37,24.42,0,1.48,0,2.22,0,0,2.59,0.37,0.74,0.74,7.03,1.85,2.22,16.28,6.29,2.59,0,0,1.85,0,0.37,0.74,0.37,0.74,0,1.48,0.74,0.74,0,0.37,0.37,0,0,7.4
3Month,0.1,0.62,1.66,50.14,0.1,0,1.04,0.73,0.1,6.55,10.71,0,10.71,15.39,1.77,66.99,2.29,6.14,13.83,2.18,0.73,0.1,4.68,0.83,0.31,0,0.42,0,0,0.21,1.04,8.74,0.1,0,0,0.94,1.35,15.91
22Month,0,4.51,3.28,16.67,0.14,0,0.96,0.96,0,3.69,46.87,12.85,36.35,22.27,6.42,74.34,0.96,3.01,18.86,8.88,0,3.28,2.46,0,0.41,0.27,0.96,0,0.27,0.14,0.14,3.96,0.27,0,0,0.14,0,8.88
