stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,9,0,29,3,0,0,0,0,1,0,3,0,0,0,0,4,9,17,69,0,0,0,0,28,879,1,0,0,5,0,0,0,0,0,0,3,0,0,0
72hpf,6.76,2.54,0,6.76,2.54,9.02,0,2.25,0,0,0,0,0.28,0,3.1,0,4.79,21.7,3.1,27.9,0,0.28,0,0.85,333.71,181.23,0.56,1.69,0,20.57,0,0,0.56,8.46,1.69,1.41,1.13,0,0,0
21Day,7.77,0.74,0,15.17,1.11,21.09,0,5.18,0,2.96,0,0,0.74,0.37,10.73,2.59,0.74,4.07,4.44,28.12,0,0,4.07,0,63.27,42.18,0.37,0.37,0,7.03,4.44,0,1.48,4.07,1.11,2.22,0,0,0,5.92
3Month,0.62,4.89,1.87,40.88,0.31,0,0.94,0.94,4.99,9.36,0.21,0,56.27,8.11,2.5,15.5,4.26,12.38,12.79,12.9,1.56,0.1,2.6,3.22,2.91,1.98,2.6,1.77,0,0.21,2.91,0.1,146.46,0.94,0,0,0.21,5.51,18.93,7.8
22Month,0.14,2.87,0.82,12.16,0.41,0,0.41,1.5,2.73,16.12,3.14,0,61.49,6.83,5.74,10.66,0.82,1.91,11.34,5.74,0.14,1.23,1.09,0.27,2.73,0.41,1.37,1.91,0.41,0.27,0.55,0,24.87,1.78,1.37,0,0.14,0.14,0.27,3.42
