stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,1.13,0.85,0,0,0,0,1.69,0.85,0,0,0,0.85,0,0,0,0,0,0,0
21Day,0.37,0,0,52.17,0,0.37,0,0,0,0,0,0,0,0,0.74,0,2.22,8.14,9.99,1.48,0,0,0.37,0,1.85,0.74,0,0,0,0,0.37,0,0,0.37,0,0,0.37
3Month,0.21,1.98,0.52,400.78,0.31,0,1.35,0.1,2.08,2.81,0,0,16.54,3.02,0.31,6.45,8.11,142.61,10.61,4.78,1.04,0,0.83,2.18,2.29,0,0.73,0.94,0,0.1,4.89,5.72,0.1,0.42,4.26,2.5,3.22
22Month,0,0.68,0.27,47.69,0.14,0,0.27,0,0.27,0.96,0.41,0,9.98,0.68,0.14,1.23,2.32,22.82,3.42,1.37,0.41,0.41,0.14,0,0.82,0,0.27,0,0.14,0.14,0.14,1.64,0.14,0,0,0,0.14
