stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,7.89,0,0.85,0,0,0,0,0,0,0,0,0.28,0.56,31.85,0.28,6.76,0,0,0,0,5.36,4.51,0,0,9.02,0,0.28,1.69,0.28,0.28,7.61,0,0,0
21Day,2.22,0,0,8.51,0.37,2.22,0,0,0,0,0,16.28,0,0.74,0,0,7.77,1.48,15.17,0,0,0.74,4.81,7.03,2.96,0,0,15.17,1.85,1.11,3.33,0.74,0.37,7.03,0,0,0.37
3Month,0,0.52,1.56,5.3,0.1,0,0.73,0.21,1.35,1.66,0,293.54,0.73,0.21,3.54,0.94,2.39,1.46,1.46,0.73,0.73,1.25,44.73,0.21,0,0.31,0.21,0,3.33,3.74,1.25,0,0,0,0.94,35.99,1.46
22Month,0,0.27,0.41,0.55,0,0,0.14,0,0.14,0.96,3.96,44.41,0.27,0,0.68,0,0,0.55,0.27,0.14,0.82,0.27,4.65,0,0.27,0,0.14,0,0.14,1.78,1.91,0.27,0,0,0.14,0,0.41
