stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,14,0,0,0,0,0,0,0,1,2,0,0,0,0,4,5,11,0,1,0,1,142,794,2,0,1,0,0,0,0,0,1,0,0,0
72hpf,14.94,3.1,0,14.09,2.25,19.17,0,0.85,0,0.56,0,0,0.28,0,0.56,0,12.4,22.55,2.82,19.73,0,6.2,0.85,0.28,1506.2,532.69,2.82,1.97,32.98,5.92,0,15.22,1.69,0.56,2.54,0,0,0
21Day,5.55,0.37,0,10.73,0,5.18,0,1.11,1.48,0,0,0,0.74,0.74,2.59,1.11,0.37,5.18,1.48,7.77,0,0,0.74,0.37,228.28,115.44,1.48,1.11,4.07,8.88,0,1.11,1.48,2.22,1.11,0,0,1.11
3Month,0,0.31,0.21,23.61,0,0,0,0,7.28,0.52,0,0,12.59,0.31,0,1.77,0.52,1.04,0.52,0.52,0.1,0,0.73,0.21,0.94,1.14,3.02,0,0,0.42,1.46,0,0,0,0,0.42,0.52,0.52
22Month,0,1.09,0.14,67.91,0,0,0.14,0,9.16,1.78,0.41,0,26.65,0.55,0.27,1.23,0.14,0.41,0.82,1.5,0.14,1.23,0.27,0,0.82,0.41,1.78,0.27,0,0.96,1.23,0,0.14,0,0,0,0,0.14
