stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,9,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,143,0,0,0,0,0,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,20.29,0,2.25,0,7.05,0,1.97,0,4.79,0,0,0,6.48,0,1.41,1.69,14.37,3.38,0,0.56,0,0.56,11.56,7.89,0.28,0.56,0,3.95,1.41,0,0,2.25,0,0,2.54,0,0,0.28
21Day,5.18,3.7,0.74,58.83,0.37,19.24,0,10.36,0.37,7.4,0,1.48,4.44,67.71,4.07,2.96,11.47,32.19,9.25,0,0.37,19.98,0,12.21,9.25,0.37,0.74,0,13.32,6.29,0,0,2.59,0.37,0.37,0.74,0,0,49.58
3Month,0.62,19.76,2.29,73.96,0.31,0,2.29,4.89,6.35,167.88,0,72.08,89.04,15.5,45.14,7.91,8.95,84.98,22.26,5.3,0.21,147.08,6.87,1.98,0.62,3.02,1.66,0,1.14,6.97,0.21,18.31,1.46,0.1,0,0.42,8.74,14.56,120.97
22Month,0.82,24.6,2.05,47.14,0,0,3.14,3.14,3.55,380.71,3.14,110.82,40.31,24.05,52.61,1.64,2.73,128.04,17.08,0.82,4.37,74.61,0.41,1.09,0.41,1.91,2.73,0.68,0.27,1.09,0,3.69,2.05,1.23,0,0.27,0.96,0.14,55.75
