stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0,0.28,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,1.48,0,0,35.52,0,1.11,0,0,0,0.37,0,0,0,1.11,0,1.48,99.9,0.74,2.59,0,0,0.37,0,2.59,0.74,0,0.37,0,0.37,0.37,0,0.74,0.37,1.11,0,0,0
3Month,0.1,0.21,0.21,45.87,0.1,0,0.21,0,1.25,0.73,0,2.81,1.04,0.21,3.22,3.85,20.08,2.18,1.04,0.1,0,6.35,0.83,1.04,0,1.14,0.21,0,0,0.31,1.46,0.1,0,0,0.31,0.42,2.6
22Month,0.14,0.41,0.41,12.85,0,0,0.14,0.14,1.64,0.68,0.55,5.6,0.14,0,4.1,1.5,6.7,1.23,1.23,0,0.27,2.19,0.27,0.27,0,1.23,0.14,0.41,0,0,3.83,0,0,0,0.14,0,0.82
