stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,38,0,0,0,0,0,21,0,0,25,0,0,0,0,0,0,0,0,0,0
72hpf,13.53,1.13,0,19.17,0.56,3.38,0,0,0,0,0,0,0,0,0,0,0.56,5.64,0.85,115.28,0,0,0.85,0,11.84,8.46,0,0,192.5,0,0,0,1.97,0.28,0,3.38,0,0,0
21Day,6.29,0.37,0,8.14,0,3.33,0,0.37,0,0,0,0,0.37,0.74,0.37,0.37,0,2.96,4.81,119.14,0,0,1.48,0,4.07,3.7,0,0.37,142.44,5.55,0,0.74,0,0,1.11,1.48,0,0,0.74
3Month,3.43,2.39,0.21,5.82,0.21,0,1.14,0,9.36,1.35,19.56,0,5.82,2.39,0.52,2.39,0.52,2.91,10.61,150.72,76.04,0.21,1.87,0.62,0.73,0.1,0.94,0.52,1.35,1.77,0.1,11.86,0.94,0,0,0.52,1.25,0.94,2.81
22Month,1.37,2.6,0.27,1.78,0.27,0,0.55,0,3.42,0.27,2.19,0.41,5.74,0.41,0.27,1.64,0.27,0.55,3.14,104.95,15.71,0.55,0.68,0,0,0.14,0,0.27,0.14,0.14,0,16.12,1.5,0.14,0,0,0,0,0.14
