stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0.28,0.56,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.37,0,1.11,0,0,0,1.11,0.37,0,0,0,1.11,0.37,0,0,0,0,0,0,0,0,0
3Month,2.6,11.34,139.69,142.71,1.04,0,13.42,2.18,0.62,30.27,45.87,0.94,3628.01,54.3,4.16,520.92,26.21,45.77,35.26,57.42,8.43,14.15,28.4,170.38,4.58,1.66,10.61,8.01,2.18,98.71,0.42,41.29,2.81,0.52,0.1,0.42,19.04,30.27,40.57
22Month,1.5,3.01,33.75,8.88,0.14,0,4.37,0.41,0,5.47,8.2,0.41,1906.4,2.05,0.68,45.09,0.68,1.78,9.98,19.4,1.23,53.43,2.19,11.62,0.55,0.14,1.91,2.87,1.09,7.38,0,8.47,3.01,0.27,0,0,0.82,0,3.01
