stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.56,0,0.85,0.56,1.69,0,0.28,0,0,0,0,0,0.85,0,2.82,3.38,0,4.23,0,3.1,0,282.98,16.63,1.13,1.41,1.13,0,0,5.07,0,0.28,0.28,0,0,0
21Day,1.11,0.37,0,3.7,0.37,4.07,0,0.37,0,0,0,0,0,1.85,12.58,0,0.37,2.59,7.03,0,0,0.74,111,7.4,1.85,3.7,0.74,2.96,0.37,6.29,0,1.85,0,0,0,0
3Month,0.1,0.21,0.21,12.69,0.31,0,0.42,0.31,0.73,0.83,0,4.89,1.04,0.21,52.42,0.31,4.68,3.85,4.06,0.1,0,1.04,6.66,0.73,12.9,2.7,0.1,0.42,2.5,0.52,0.1,0,0.21,0.62,0.52,1.14
22Month,0,0.41,0.14,8.06,0,0,0,0,1.23,0.68,0.27,16.94,0.55,0.14,25.83,0.55,1.09,1.5,2.05,0.41,0.68,0.55,3.96,0.41,6.83,4.37,0.27,0.14,2.05,0.68,0,0,0,0.68,0,0.55
