stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,1,0,0,1,0,0,0,3,0,0,0,0,5,3,3,4,0,0,0,1,16,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,0,0,7.89,7.05,7.89,0,0.28,0,0,0,0.28,0,0,0.56,0,4.51,21.14,0.28,3.95,0,0.85,0.28,0,467.3,43.97,2.82,1.13,0,7.61,0.56,0,0.85,17.47,0.85,0.56,1.41,0,0,0
21Day,2.59,0.37,0,17.39,6.66,5.18,0,0.37,0,1.48,0,0,0.37,0.37,2.22,0.74,0.74,6.66,2.59,6.66,0,0,1.11,0,140.23,11.1,3.33,1.11,0,2.59,4.07,0,1.11,5.55,2.22,10.36,0,0,0,1.85
3Month,0.1,0.73,0.52,32.56,1.14,0,0.31,0.21,9.78,1.25,0,0,22.99,3.43,0.62,4.26,3.64,5.1,1.98,1.25,0.52,0.1,3.54,1.46,5.1,0.31,3.85,1.35,0,0.1,1.04,0.1,11.13,1.56,0,0.1,0.1,0.31,91.12,0.94
22Month,0,0.41,0.14,10.25,0.27,0,0.41,0,4.24,2.05,1.91,0,34.71,1.23,1.09,6.01,0.96,1.37,2.05,1.37,0,0.41,2.19,0.27,3.42,0.41,3.01,2.05,0.14,0,0.27,0,6.01,6.15,0.41,0,0.14,0,0.41,0.68
