stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,5.36,0.28,0.56,0,0,0,0,0,0,0,0,0.28,0,1.13,4.51,0.56,3.66,0,0,0,0,31,15.5,0,0.28,3.95,0,0,0,8.17,0,0,0,0,0,0
21Day,2.96,0,0,11.84,1.11,0.37,0,1.11,0,1.85,0,0,0,0.74,2.96,0,0.74,3.33,2.59,6.66,0,0,0.37,0,26.64,9.25,0,1.11,5.18,0.74,0,0,4.81,0.37,1.11,0.74,0.37,0,1.11
3Month,0.1,0.21,0,11.96,0,0,0.1,0.1,0.31,28.29,0.1,0,8.01,16.43,0.31,2.91,0.73,6.14,16.33,2.7,0.21,0,0.31,0.73,1.14,0.1,0.31,1.87,0,0.62,0.31,16.33,0.42,0,0,0.1,0.94,1.66,1.35
22Month,0.27,1.23,0.27,6.56,0,0,0.55,0.27,0.14,79.67,3.42,0,41.81,12.03,0.96,4.92,0.27,2.46,22.96,4.92,0,0.55,0.27,0,1.5,0.41,0.27,2.19,0.14,0.27,0,1.78,0.82,0,0,0,0.14,0.14,1.5
