stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,1.41,0.28,0,1.41,0,0.28,0,0.28,1.13,0.28,0,0,0.56,0,0.56,0,0,0,0,0,0,0
21Day,2.22,0,0,2.22,0,1.85,0,0,0,0,0,0,7.03,0.37,1.85,1.11,0,1.11,0,0,0.37,0,1.85,1.85,0.37,0,0,1.11,1.11,0.74,1.11,4.44,0.74,0,0,16.28
3Month,0.1,0,0.1,3.54,0.1,0,0.1,0.31,0.73,0,2.91,0.31,0.83,1.46,0.94,1.25,0.94,3.64,0.94,0,0.62,0,0,0,0.42,0,0,0.52,23.72,0.1,0,0,0,0.31,31.73,6.24
22Month,0,0.41,0,1.91,0,0,0.14,0.14,1.23,0.14,11.21,0.14,0.68,0.41,0.82,0.14,0.41,1.91,0,0.41,1.37,0,0,0,0,0.27,0.14,0.14,1.09,0,0.96,0,0,0,0,17.08
