stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0.56,0,0,0.28,4.51,0,0.28,0.28,0,8.74,0.28,0,1.41,0.85,0.85,0,0,0.28,1.13,0,0,0,0,0,0,0
21Day,0,0,3.33,3.7,1.11,0,0,0,0,0.37,9.99,0,0.37,35.15,0,1.48,1.11,4.07,0,0,0.37,1.11,2.59,1.11,1.85,0,0,0.37,3.7,0,0.74,0,1.11,0,0,0.37
3Month,0.1,0.1,1.04,8.11,0,1.04,0,1.66,1.46,0,259.73,2.5,0,50.03,1.04,2.18,0.83,2.81,0.31,0.73,2.39,3.74,0.21,0,1.66,0.42,0,0,4.06,1.87,0,0.1,0,1.04,1.25,1.04
22Month,0,0.96,0.82,6.7,0,1.5,0.14,1.64,1.78,0.41,329.05,0.41,0.55,51.65,0.27,0.41,1.5,2.19,0.14,7.65,1.91,0,0.14,0,2.05,0.27,0.55,0.14,0.41,0.41,0.14,0,0,0.14,0,0.96
