stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,11,0,0,1,0,0,0,0,0,0,0
72hpf,1.13,0.28,1.13,0.56,0,0,0,0,0,0,0.28,0,0,0.56,0,1.13,0,0,0,73.56,3.38,0,0.28,1.69,0,0,0.28,0,0,0,0
21Day,0,0,0,0.37,2.22,0.37,0,0,0,0,0.37,0,0,0.74,0,1.48,0,0.74,0,46.99,1.11,0.37,0.74,0.37,0.74,0,1.48,0.74,0,0,0
3Month,0,0.1,0.42,0,0,0,0.21,0.31,0.73,0.21,0.1,0.52,0.1,0.21,0.21,0.73,0.1,0,0.1,0.83,0,0,0.21,0,0,9.47,0.1,0,0.1,1.25,0.1
22Month,0,0.14,0.27,0,0,0,0,0.41,4.78,0,0.14,0.41,0,0.14,0.55,0.55,0,0,0,1.09,0,0,0.82,0,0,0.96,0.68,0,0,0.14,0
