stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,1,0,0,0,39,0,0,0,0,0,5,7,7,0,0,0,0,2,87,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,18.88,3.95,0.28,26.21,5.36,31.29,0,0.56,0,0,0.56,0,0,0,3.1,0,13.81,56.65,5.36,65.11,0,4.79,1.41,0,299.89,146.56,1.13,1.13,627.11,1.41,0.56,20.57,1.13,1.13,3.66,0,0,0
21Day,24.42,3.7,4.07,88.43,4.44,55.13,0,8.51,0,0,2.59,0,15.91,5.55,25.53,9.62,6.29,48.84,19.61,146.51,0.37,0,7.77,0,96.57,45.88,2.22,4.44,516.87,30.34,1.48,8.14,5.55,12.95,3.33,0.37,0,13.32
3Month,0.1,0.21,0.21,1.56,0,0,0,0.1,0.1,0.31,1.87,0,2.39,2.18,0.21,1.14,0.1,0.42,3.64,3.54,0.94,0,0.31,0.31,0,0.1,0.1,0,10.92,0.83,20.6,0,0,0,0,0.31,2.7,5.3
22Month,0.14,0.14,0,0.68,0.14,0,0.14,0,0,0.14,1.91,0,3.69,0.68,1.37,0,0,0.14,4.1,0.55,0,0.27,0.14,0,0,0,0,0,0.41,0,12.85,0,0,0,0,0,0,6.56
