stage,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_progenitor_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
3Month,0.83,0.62,0.21,3.54,0.1,0.1,6.55,0.42,32.66,0.1,0.31,0,0.31,0.1,0.1,0,0.52,0.21,0.1,0.1,0.31,0.21
22Month,1.23,0.41,0,0.96,0.27,0,2.87,0,18.58,0,0,0.27,0,0,0,0.14,0,0,0,0,0,0
