stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0
21Day,61.05,8.88,9.99,202.01,7.4,145.03,0,25.9,0.37,1.85,10.36,0.74,32.56,8.51,58.09,30.34,19.61,105.45,46.99,245.3,0,0.74,30.71,0.74,252.7,117.29,6.66,9.62,109.89,1109.22,0,0.74,25.9,11.1,39.59,10.73,0,0,38.48
3Month,0.42,4.26,2.81,31.73,0,0,1.14,0.62,0.1,6.76,9.47,0.42,54.61,15.08,0.83,19.76,3.33,12.07,7.8,15.29,3.02,0.31,5.62,2.08,1.04,0.21,2.08,1.66,0.62,318.19,5.51,10.4,0.83,0,0,0.1,4.06,8.84,9.36
22Month,0.14,0.41,0.14,0.55,0,0,0,0,0,0.14,1.09,0,12.44,0.14,0,0.68,0,0,0.82,0.96,0.27,0.41,0,0,0,0,0.14,0,0,30.88,0,0.27,0.14,0,0,0,0,0,0.68
