stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,60,7,0,77,0,1,0,0,0,0,0,1,0,0,0,0,9,2,3,100,0,0,0,0,49,252,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,8.74,5.36,0,8.17,0.85,1.69,0,0,0,0.28,0,0,0,0,0.28,0,5.64,9.86,0.28,29.59,0,0,0.85,0,112.74,31.85,0.56,0.28,0,29.88,0,0,8.17,0,0.85,0,0,0
21Day,17.39,2.22,1.48,5.92,0,1.48,0,0,0.37,0.37,0,0,0.74,0,3.7,1.48,0,2.59,1.11,18.5,0,0,1.85,0,5.55,2.22,0,0,0,13.32,0.74,0.37,1.11,0.37,0,0,0,0
3Month,0.1,6.35,7.39,11.86,0.1,0,0.52,0,9.26,0.73,0,0,4.16,1.56,3.43,41.4,0.42,3.12,5.3,5.2,0.21,0,6.14,0,0.21,0.1,2.29,0.83,0,0.31,0.73,1.14,0.1,0,0,0.42,0.52,1.04
22Month,0,6.83,3.83,4.51,0,0,0.41,0.55,3.14,0.96,1.23,0,5.74,0.27,6.29,43.18,0,0.55,2.73,3.28,0.14,0.41,1.64,0.27,0.55,0,1.64,0.41,0.14,0,0,2.87,0,0,0,0,0,0.41
