stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0.28,0,2.25,0,0,0,0,0,0,0.56,18.04,0.28,0,0,0,3.1,0.56,0,0,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0.74,0,0,4.44,0,2.59,0,0.37,0,4.81,0,0.37,3.7,16.65,0,0,0.74,45.14,1.48,0,0,0,3.7,1.48,0,0,0,1.11,1.11,0,0,0.74,0.37,0.37,0,0,32.93
3Month,0.31,1.46,0.73,14.56,0.21,0,1.25,0.1,2.29,222.91,0.1,8.53,37.86,1.77,3.74,0.73,3.12,125.55,3.02,0.1,5.3,1.14,0.31,0,0.83,0.62,0,0.21,3.22,3.85,0.21,0,0,0,0.94,2.81,50.03
22Month,0.27,2.46,0.27,4.51,0,0,2.19,0.27,0.96,235.99,0.27,12.44,48.1,3.28,1.37,0.27,0.55,137.74,2.19,0.68,0.96,0.14,0.41,0.14,0.41,0.55,0.27,0.27,0.55,0.96,0.14,0.14,0,0,0.14,0,14.89
