stage,Epithelial_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Mesenchymal_cell,Nephron_cell,Neural_cell,Smooth_muscle_cell,Spermatocyte
3Month,0.31,0.1,0.31,0.21,0.1,0.1,0.1,0.1,0.1,6.87
22Month,0,0,0.41,0,0,0,0,0,0,0
