stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,149,1,0,1,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.89,0.85,0,3.66,0.85,6.48,0,0,0,2.54,0,0,0,2.25,0,0.85,5.92,20.29,3.95,0,1.69,0,0,677.56,18.88,0.56,6.2,0,6.48,0.28,0,0,6.48,0.85,0.28,1.69,0,0,0.56
21Day,3.7,1.85,0,11.47,0,12.21,0,0.74,0,13.69,0,1.11,24.79,39.59,2.59,0.74,5.18,50.69,11.84,0,0,0.74,0,292.66,14.06,0.74,5.18,0,4.07,7.77,0,1.48,12.58,3.7,3.7,0.37,0,0,27.38
3Month,0.73,2.29,0.42,7.8,0,0,0.83,0.62,0.94,125.13,0,20.08,240.18,4.99,4.58,0.31,2.6,78.53,5.41,1.14,0.1,0.94,0.62,6.35,0.31,0.94,0.73,0,0.42,2.18,1.66,8.22,0.52,0.1,0.1,0,1.56,2.91,85.61
22Month,1.09,2.46,0.14,4.1,0,0,1.78,0.27,0.82,315.39,0.68,23.91,132.96,9.29,2.87,0.55,0.14,158.51,4.37,0.14,0.55,0.27,0,7.79,0.14,1.09,1.09,0.27,0.14,0.96,0,2.32,1.78,0.41,0,0,0.27,0,34.44
