stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,15,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,2.25,1.13,0,0,0,0,0,0,0,0,0.28,0,0.56,5.36,114.43,1.41,0,0,0,0,11.56,3.95,0,0.28,0,2.54,0,0,0,1.13,0,0.28,0.28,0,0,0
21Day,1.48,0.74,0,10.73,3.33,0,1.11,0,0,0,0,3.33,0.37,2.96,0.74,1.11,8.51,312.64,5.92,0,0.37,1.11,0,7.03,5.18,0,0,0,3.7,6.29,0,0,0.74,0.37,1.85,0.37,0,0,3.33
3Month,0.62,0.62,0.52,18.1,0,0.1,0.31,2.81,5.3,0,0,21.22,5.51,0.73,6.45,2.08,3.54,250.26,3.95,1.04,0.21,1.35,1.04,0.1,0.21,0.83,0.73,0,0.1,2.29,0.21,3.85,0.21,0,0,0,0.42,2.91,4.37
22Month,0.41,0.82,0.27,4.78,0,0.68,0,0.27,6.56,0.82,0,22.41,2.05,0.27,3.69,0.41,0.68,328.78,3.55,0,1.91,0.41,0.14,0.27,0,0.14,0.82,0.14,0.14,1.09,0,4.37,0,0.27,0,0,0.14,0,2.32
