stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.85,0,6.48,0.56,624.58,0,0.56,0,0,0,0,0,0,0,0.28,5.92,1.41,2.54,0.85,0,0,19.73,5.92,0.56,0,3.38,0,0,1.97,0,0.56,0,0,0
21Day,4.07,0.74,0,9.25,0.37,1065.93,0,58.09,0.37,0.37,0,0.74,1.48,4.07,2.96,1.48,6.29,7.77,12.58,0,2.22,0,18.5,7.4,0,1.48,4.44,21.46,0,1.85,2.22,9.62,0.37,0,3.33
3Month,0.1,0.52,0,2.18,0.1,0,10.82,0.42,0.21,0.52,0,17.06,0.73,0,3.02,0.31,0.62,1.04,0.52,0,0.42,1.14,0.21,0,0.31,0.31,0,0.94,3.95,0,0,0,0,6.66,0.42
22Month,0,0.68,0.14,1.09,0,0,8.75,0,0.14,0.68,0.14,3.28,0.82,0.27,0.27,0.14,0.27,1.37,0.82,0,0.68,0,0,0,0,0.27,0.14,0.14,6.42,0,0,0,0,0,0.55
